,Search Term,animal welfare
0,2003-12-27,55.00000000000001
1,2004-01-03,67.0
2,2004-01-10,73.0
3,2004-01-17,88.99999999999999
4,2004-01-24,90.0
5,2004-01-31,87.0
6,2004-02-07,73.0
7,2004-02-14,77.99999999999999
8,2004-02-21,88.99999999999999
9,2004-02-28,94.0
10,2004-03-06,83.0
11,2004-03-13,82.0
12,2004-03-20,100.0
13,2004-03-27,90.0
14,2004-04-03,69.0
15,2004-04-10,63.0
16,2004-04-17,86.0
17,2004-04-24,69.0
18,2004-05-01,74.0
19,2004-05-08,71.99999999999999
20,2004-05-15,74.99999999999999
21,2004-05-22,68.0
22,2004-05-29,74.0
23,2004-06-05,71.0
24,2004-06-12,70.0
25,2004-06-19,67.0
26,2004-06-26,71.0
27,2004-07-03,70.0
28,2004-07-10,84.0
29,2004-07-17,77.0
30,2004-07-24,77.0
31,2004-07-31,71.99999999999999
32,2004-08-07,67.0
33,2004-08-14,70.0
34,2004-08-21,64.0
35,2004-08-28,71.0
36,2004-09-04,74.99999999999999
37,2004-09-11,74.0
38,2004-09-18,70.0
39,2004-09-25,78.99999999999999
40,2004-10-02,69.0
41,2004-10-09,77.0
42,2004-10-16,74.0
43,2004-10-23,71.99999999999999
44,2004-10-30,70.0
45,2004-11-06,73.0
46,2004-11-13,77.0
47,2004-11-20,87.99999999999999
48,2004-11-27,77.99999999999999
49,2004-12-04,66.0
50,2004-12-11,71.99999999999999
51,2004-12-18,35.99999999999999
52,2004-12-25,49.0
53,2005-01-01,69.0
54,2005-01-08,77.0
55,2005-01-15,64.99999999999999
56,2005-01-22,77.99999999999999
57,2005-01-29,80.0
58,2005-02-05,82.0
59,2005-02-12,71.99999999999999
60,2005-02-19,73.0
61,2005-02-26,77.99999999999999
62,2005-03-05,76.0
63,2005-03-12,76.0
64,2005-03-19,68.0
65,2005-03-26,59.0
66,2005-04-02,74.0
67,2005-04-09,85.0
68,2005-04-16,74.0
69,2005-04-23,73.0
70,2005-04-30,71.99999999999999
71,2005-05-07,66.0
72,2005-05-14,69.0
73,2005-05-21,71.0
74,2005-05-28,63.0
75,2005-06-04,69.0
76,2005-06-11,70.0
77,2005-06-18,67.0
78,2005-06-25,60.0
79,2005-07-02,53.99999999999999
80,2005-07-09,63.0
81,2005-07-16,61.0
82,2005-07-23,59.0
83,2005-07-30,69.0
84,2005-08-06,49.0
85,2005-08-13,64.99999999999999
86,2005-08-20,63.0
87,2005-08-27,59.0
88,2005-09-03,71.99999999999999
89,2005-09-10,70.0
90,2005-09-17,76.0
91,2005-09-24,73.0
92,2005-10-01,70.0
93,2005-10-08,76.0
94,2005-10-15,71.0
95,2005-10-22,69.0
96,2005-10-29,70.0
97,2005-11-05,77.0
98,2005-11-12,78.99999999999999
99,2005-11-19,71.0
100,2005-11-26,77.0
101,2005-12-03,73.0
102,2005-12-10,61.0
